table,informant,module,variable,layer,status,disorder,label,value_labels,admin_codes,derivative
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_006,item,,,"Back then, did you start to do something to end your life, but either stopped yourself or were interrupted by someone else (for example, you were about to take pills or had a gun ready, or were about to jump or hang yourself, but either sto","{""1"": ""Yes, but I stopped myself"", ""2"": ""No, I did not start an attempt"", ""3"": ""Yes, but I was stopped by someone else""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007,item,,,You mentioned that there was a time in the past when you made a suicide attempt. How many times in the past have you tried to kill yourself?,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__01__mo,item,,,First time: Please tell me when this happened - Month,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__01__yr,item,,,First time: Please tell me when this happened - Year,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__02__mo,item,,,Second time: Please tell me when this happened - Month,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__02__yr,item,,,Second time: Please tell me when this happened - Year,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__03__mo,item,,,Third time: Please tell me when this happened - Month,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__03__yr,item,,,Third time: Please tell me when this happened - Year,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__04__mo,item,,,Fourth time: Please tell me when this happened - Month,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__04__yr,item,,,Fourth time: Please tell me when this happened - Year,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__05__mo,item,,,Fifth time: Please tell me when this happened - Month,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__05__yr,item,,,Fifth time: Please tell me when this happened - Year,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__06__mo,item,,,Sixth time: Please tell me when this happened - Month,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__06__yr,item,,,Sixth time: Please tell me when this happened - Year,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__07__01,item,,,First time: Did you think that you had at least some chance of dying as a result?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__07__02,item,,,Second time: Did you think that you had at least some chance of dying as a result?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__07__03,item,,,Third time: Did you think that you had at least some chance of dying as a result?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__07__04,item,,,Fourth time: Did you think that you had at least some chance of dying as a result?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__07__05,item,,,Fifth time: Did you think that you had at least some chance of dying as a result?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_007__07__06,item,,,Sixth time: Did you think that you had at least some chance of dying as a result?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_001,item,,,"You mentioned that in the past two weeks you did some things to hurt yourself, like scratching, cutting, or burning yourself. Were you trying to kill yourself when you did these things?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_001__01,item,,,Did you think that you had at least some chance that you would die as a result of what you did?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_002,item,,,You mentioned in the past two weeks you thought about actually wanting to kill yourself. Have you thought about how you would do it (even if you had no intention of actually doing it)?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_003,item,,,"At any point in the past two weeks did you have some intention on acting on these thoughts, even if you weren't 100% sure you would do it?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_004,item,,,"In the past two weeks, did you think through the details of how you would do it, for instance, decide on a specific method, place, or time?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_005___0,item,,,You mentioned earlier that in the past two weeks you had thoughts that you wished that you were dead. Have you made any preparations for killing yourself [Multi-select]: None; did not make any preparations,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_005___1,item,,,You mentioned earlier that in the past two weeks you had thoughts that you wished that you were dead. Have you made any preparations for killing yourself [Multi-select]: Bought or stored pills,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_005___2,item,,,You mentioned earlier that in the past two weeks you had thoughts that you wished that you were dead. Have you made any preparations for killing yourself [Multi-select]: Obtained a knife,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_005___3,item,,,You mentioned earlier that in the past two weeks you had thoughts that you wished that you were dead. Have you made any preparations for killing yourself [Multi-select]: Obtained a gun,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_005___4,item,,,You mentioned earlier that in the past two weeks you had thoughts that you wished that you were dead. Have you made any preparations for killing yourself [Multi-select]: Obtained a rope,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_005___5,item,,,You mentioned earlier that in the past two weeks you had thoughts that you wished that you were dead. Have you made any preparations for killing yourself [Multi-select]: Gave away his or her things,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_005___6,item,,,You mentioned earlier that in the past two weeks you had thoughts that you wished that you were dead. Have you made any preparations for killing yourself [Multi-select]: Wrote a suicide note,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_005___7,item,,,You mentioned earlier that in the past two weeks you had thoughts that you wished that you were dead. Have you made any preparations for killing yourself [Multi-select]: Researched methods on internet,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_005___8,item,,,You mentioned earlier that in the past two weeks you had thoughts that you wished that you were dead. Have you made any preparations for killing yourself [Multi-select]: Other (type in),"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_006,item,,,"In the past two weeks did you start to do something to end your life, but either stopped yourself or were interrupted by someone else (for example, you were about to take pills or had a gun ready, or were about to jump or hang yourself, but","{""1"": ""Yes, but I stopped myself"", ""2"": ""No, I did not start an attempt"", ""3"": ""Yes, but I was stopped by someone else""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_007___1,item,,,You mentioned that in the past two weeks you had made a suicide attempt. What did you do [Multi-select]: Took pills,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_007___2,item,,,You mentioned that in the past two weeks you had made a suicide attempt. What did you do [Multi-select]: With a gun,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_007___3,item,,,You mentioned that in the past two weeks you had made a suicide attempt. What did you do [Multi-select]: By hanging,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_007___4,item,,,You mentioned that in the past two weeks you had made a suicide attempt. What did you do [Multi-select]: By jumping,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_007___5,item,,,You mentioned that in the past two weeks you had made a suicide attempt. What did you do [Multi-select]: By cutting,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_007___6,item,,,You mentioned that in the past two weeks you had made a suicide attempt. What did you do [Multi-select]: Other,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__pres_007__01,item,,,Did you think that you had at least some chance of dying as a result?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__past_001,item,,,"Was there ever a time in the past when you did things to hurt yourself on purpose because you were upset, like cut, scratch or burn yourself?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__past_001__01,item,,,"Was there ever another time in the past when you did things to hurt yourself on purpose, like cut, scratch or burn yourself?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__past_001__02__mo,item,,,"Was there ever a time in the past when you did things to hurt yourself on purpose because you were upset, like cut, scratch or burn yourself: When was that - Month",{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__past_001__02__yr,item,,,"Was there ever a time in the past when you did things to hurt yourself on purpose because you were upset, like cut, scratch or burn yourself: When was that - Year",{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__past_002,item,,,Was there ever a time in the past when you often wished you were dead or thought you would be better off dead?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__past_002__01,item,,,Was there ever another time in the past when you often wished you were dead or thought you would be better off dead?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__past_002__02__mo,item,,,Was there ever a time in the past when you often wished you were dead or thought you would be better off dead: When was that - Month,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__past_002__02__yr,item,,,Was there ever a time in the past when you often wished you were dead or thought you would be better off dead: When was that - Year,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__past_003,item,,,Was there ever a time when you thought about wanting to kill yourself?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__past_003__01,item,,,Was there ever another time when you thought about wanting to kill yourself?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__past_004,item,,,Was there ever a time when you did something to try to kill yourself and actually made a suicide attempt?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__past_004__01,item,,,Was there ever another time when you did something to try to kill yourself and made a suicide attempt?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__pres_001,item,,,"Sometimes when kids get upset or feel numb, they may do things to hurt themselves, like scratching, cutting, or burning themselves. In the past two weeks, how often have you done any of these things or other things to try to hurt yourself?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__pres_002,item,,,"In the past two weeks, how often have you wished you were dead or had thoughts that you would be better off dead?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__pres_003,item,,,"In the past two weeks, how often did you think about wanting to kill yourself?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__screen__pres_004,item,,,"In the past two weeks, did you make a suicide attempt and do something to try to kill yourself?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__actv__int__past_dx,diagnosis,past,actv__int,"Diagnosis: Suicidal ideation, active intent - Past [Youth]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__actv__int__pres_dx,diagnosis,present,actv__int,"Diagnosis: Suicidal ideation, active intent - Present [Youth]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__actv__mthd__past_dx,diagnosis,past,actv__mthd,"Diagnosis: Suicidal ideation, active method - Past [Youth]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__actv__mthd__pres_dx,diagnosis,present,actv__mthd,"Diagnosis: Suicidal ideation, active method - Present [Youth]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
